localBodyCode,localBodyNameEnglish,localBodyNameLocal,blockCode
111797,Kusmatand,KUSMATAND,3091
111798,Mukunda,MUKUNDA,3091
111799,Palani,PALANI,3091
245452,Parasbania,PARASBANIA,3091
111800,Pradhankhanta,PRADHANKHANTA,3091
111801,Sindurpur,SINDURPUR,3091
111802,Surunga,SURUNGA,3091
111803,Aralgaria,ARALGARIA,3092
111804,Bardubhi,BARDUBHI,3092
111805,Damodarpur,DAMODARPUR,3092
111806,Dhokhra,DHOKHRA,3092
111807,Dubrajdih,DUBRAJDIH,3092
111808,Gopinathdih,GOPINATHDIH,3092
245450,Navadih,NAVADIH,3092
111809,Pandarkanali,PANDARKANALI,3092
111810,Panderkanali South,PANDERKANALI SOUTH,3092
245451,Petia,PETIA,3092
111811,Samshikhara,SAMSHIKHARA,3092
111812,Siyalgudri,SIYALGUDRI,3092
111813,Amarpur,AMARPUR,3093
111814,Asanbani 1,ASANBANI 1,3093
111815,Asanbani 2,ASANBANI 2,3093
111816,Bagsuma,BAGSUMA,3093
111817,Bara Nawatand,BARA NAWATAND,3093
111818,Bara Pichari,BARA PICHARI,3093
111819,Bariyo,BARIYO,3093
111820,Barwa East,BARWA EAST,3093
111821,Bhitiya,BHITIYA,3093
111822,Birajpur,BIRAJPUR,3093
111823,Damkara Barwa,DAMKARA BARWA,3093
111824,Dewli,DEWLI,3093
111825,Gortopa,GORTOPA,3093
111826,Govindpur East,GOVINDPUR EAST,3093
111827,Govindpur West,GOVINDPUR WEST,3093
111828,Jamdiha,JAMDIHA,3093
111829,Jangalpur,JANGALPUR,3093
111830,Jaynagar,JAYNAGAR,3093
111831,Jialgora,JIALGORA,3093
111832,Kaladabur,KALADABUR,3093
111833,Kanchanpur,KANCHANPUR,3093
111834,Karmatand,KARMATAND,3093
111835,Kharani,KHARANI,3093
111836,Kualbera,KUALBERA,3093
111837,Mahubani 1,MAHUBANI 1,3093
111838,Mahubani 2,MAHUBANI 2,3093
111839,Maricho,MARICHO,3093
111840,Matiyala,MATIYALA,3093
111841,Moranga,MORANGA,3093
111842,Murgabani,MURGABANI,3093
111843,Nagar Kiyari,NAGAR KIYARI,3093
111844,Panduki,PANDUKI,3093
111845,Parasi,PARASI,3093
111846,Pathuria,PATHURIA,3093
111847,Ratanpur,RATANPUR,3093
111848,Sahraj,SAHRAJ,3093
111849,Tilaiya,TILAIYA,3093
111850,Tilawani,TILAWANI,3093
111851,Udaypur,UDAYPUR,3093
111921,Baijna,BAIJNA,3095
111925,Belkupa,BELKUPA,3095
111927,Benagoriya (Ni),BENAGORIYA (NI),3095
111928,Bhagabandh,BHAGABANDH,3095
111929,Bhamal,BHAMAL,3095
111931,Birsingpur,BIRSINGPUR,3095
111934,Dewiyana,DEWIYANA,3095
111939,Ghaghra,GHAGHRA,3095
111942,Hariyajam,HARIYAJAM,3095
111951,Khushari,KHUSHARI,3095
111953,Madandih,MADANDIH,3095
111954,Madanpur,MADANPUR,3095
111955,Marma,MARMA,3095
111957,Nirsa Middle,NIRSA MIDDLE,3095
111958,Nirsa North,NIRSA NORTH,3095
111959,Nirsa South,NIRSA SOUTH,3095
111960,Palarpur,PALARPUR,3095
111962,Pandra East,PANDRA EAST,3095
111963,Pandra West,PANDRA WEST,3095
111968,Pithakiyari,PITHAKIYARI,3095
111969,Ramkanali,RAMKANALI,3095
111970,Rangamatiya,RANGAMATIYA,3095
111972,Sashanbaria,SASHANBARIA,3095
111973,Shyampur,SHYAMPUR,3095
111974,Sijua,SIJUA,3095
111979,Sonbad,SONBAD,3095
111981,Upchuriya,UPCHURIYA,3095
111983,Bhuiya Chitro,BHUIYA CHITRO,3096
111984,Bishanpur,BISHANPUR,3096
111985,Brahamandiha,BRAHAMANDIHA,3096
111986,Chaita,CHAITA,3096
111987,Chitarpur,CHITARPUR,3096
111988,Dhangi,DHANGI,3096
111989,Dumdumi,DUMDUMI,3096
111990,Gendanawadih,GENDANAWADIH,3096
111991,Ghunghasa,GHUNGHASA,3096
111992,Gomo North,GOMO NORTH,3096
111993,Gomo South,GOMO SOUTH,3096
111994,Hariharpur,HARIHARPUR,3096
111995,Jeetpur,JEETPUR,3096
111996,Khariyo,KHARIYO,3096
111997,Khesmi,KHESMI,3096
111998,Korkota,KORKOTA,3096
111999,Ledatand,LEDATAND,3096
112000,Lokbad,LOKBAD,3096
112001,Madaidih,MADAIDIH,3096
112002,Matari,MATARI,3096
112003,Nero,NERO,3096
112004,Pawapur,PAWAPUR,3096
112005,Pradhankhanta,PRADHANKHANTA,3096
112006,Ramakunda,RAMAKUNDA,3096
112007,Singhdaha,SINGHDAHA,3096
112008,Sirampur,SIRAMPUR,3096
112009,Tantri,TANTRI,3096
112010,Topchanchi,TOPCHANCHI,3096
112011,Barwatand,BARWATAND,3097
112012,Begnariya,BEGNARIYA,3097
112014,Jatakhuti,JATAKHUTI,3097
112015,Jeetpur,JEETPUR,3097
112016,Kadaiya,KADAIYA,3097
112017,Kamardih,KAMARDIH,3097
112018,Katnia,KATNIA,3097
112019,Kolhar,KOLHAR,3097
112020,Lachuraydih,LACHURAYDIH,3097
112022,Lukaia,LUKAIA,3097
112023,Machiyara,MACHIYARA,3097
112025,Maniyadih,MANIYADIH,3097
112027,Phatehpur,PHATEHPUR,3097
112028,Purnadih,PURNADIH,3097
112030,Rajabhitha,RAJABHITHA,3097
112032,Ratanpur,RATANPUR,3097
112034,Tundi,TUNDI,3097
112013,Chururiya,CHURURIYA,6642
112021,Latani,LATANI,6642
112024,Mairanawatand,MAIRANAWATAND,6642
112026,Mohlidih,MOHLIDIH,6642
277569,Pandrabejra,Pandrabejra,6642
112029,Raghunathpur,RAGHUNATHPUR,6642
112031,Rampur,RAMPUR,6642
112033,Rupan,RUPAN,6642
112035,Ukma,UKMA,6642
111915,Agarkund North,AGARKUND NORTH,7112
111916,Agarkund South,AGARKUND SOUTH,7112
111918,Amkura,AMKURA,7112
111932,Bridabanpur,BRIDABANPUR,7112
111933,Chanch,CHANCH,7112
111937,Dumarkunda North,DUMARKUNDA NORTH,7112
111938,Dumarkunda South,DUMARKUNDA SOUTH,7112
111940,Gopalpur,GOPALPUR,7112
111941,Gopinathpur,GOPINATHPUR,7112
111945,Jograt,JOGRAT,7112
111947,Kalimati,KALIMATI,7112
111948,Kalipahari East,KALIPAHARI EAST,7112
111949,Kalipahari North,KALIPAHARI NORTH,7112
111950,Kalipahari South,KALIPAHARI SOUTH,7112
111956,Merha,MERHA,7112
111961,Panchmohali,PANCHMOHALI,7112
111975,Siwalibari East,SIWALIBARI EAST,7112
111976,Siwalibari Middle,SIWALIBARI MIDDLE,7112
111977,Siwalibari North,SIWALIBARI NORTH,7112
111978,Siwalibari South,SIWALIBARI SOUTH,7112
112036,Asansol,ASANSOL,3098
112037,Bandarjori,BANDARJORI,3098
112038,Bartalli,BARTALLI,3098
112039,Behrabank,BEHRABANK,3098
112040,Bhurkunda,BHURKUNDA,3098
112041,Darwarpur,DARWARPUR,3098
112042,Dudhani,DUDHANI,3098
112043,Gadikoria,GADIKORIA,3098
112044,Ghasipur,GHASIPUR,3098
112045,Ghatrasikpur,GHATRASIKPUR,3098
112046,Golpur,GOLPUR,3098
112047,Haripur,HARIPUR,3098
112048,Kairabani,KAIRABANI,3098
112049,Karhalbil,KARHALBIL,3098
112050,Kesiabahal,KESIABAHAL,3098
112051,Kuruwa,KURUWA,3098
112052,Lakhikundi,LAKHIKUNDI,3098
112053,Malbhandaro,MALBHANDARO,3098
112054,Murbhanga,MURBHANGA,3098
112055,Parsimla,PARSIMLA,3098
112056,Purana Dumka,PURANA DUMKA,3098
112057,Rajbandh,RAJBANDH,3098
112058,Rampur,RAMPUR,3098
112059,Ranibahal,RANIBAHAL,3098
112060,Sarua,SARUA,3098
112061,Gopikander,GOPIKANDER,3099
112062,Kharauni Bazar,KHARAUNI BAZAR,3099
112063,Kushchira,KUSHCHIRA,3099
112064,Musna,MUSNA,3099
112065,Ormo,ORMO,3099
112066,Surajdih,SURAJDIH,3099
112067,Tainjore,TAINJORE,3099
112068,Asanjor,ASANJOR,3100
112069,Asansol Kurua,ASANSOL KURUA,3100
112070,Bara,BARA,3100
112071,Batnia,BATNIA,3100
112072,Bedia,BEDIA,3100
112073,Bharaibpur,BHARAIBPUR,3100
112074,Bhutokoria,BHUTOKORIA,3100
112075,Chhelapathar,CHHELAPATHAR,3100
112076,Chigalpahari,CHIGALPAHARI,3100
112077,Chiknia,CHIKNIA,3100
112078,Dhodli,DHODLI,3100
112079,Khatangi,KHATANGI,3100
112080,Lagla,LAGLA,3100
112081,Mohulbana,MOHULBANA,3100
112082,Nachangaria,NACHANGARIA,3100
112083,Nawadih,NAWADIH,3100
112084,Palasi,PALASI,3100
112085,Sarsabad,SARSABAD,3100
112086,Siktia,SIKTIA,3100
112087,Simra,SIMRA,3100
112088,Tapsi,TAPSI,3100
112089,Tengdhowa,TENGDHOWA,3100
112090,Thanpur,THANPUR,3100
112091,Banwara,BANWARA,3101
112092,Barmasa,BARMASA,3101
112093,Barmasia,BARMASIA,3101
112094,Bhalki,BHALKI,3101
112095,Bohrabad,BOHRABAD,3101
112096,Chamarabahiyar,CHAMARABAHIYAR,3101
112097,Chorkheda,CHORKHEDA,3101
112098,Garda Amarkunda,GARDA AMARKUNDA,3101
112099,Haripur Bazar,HARIPUR BAZAR,3101
112100,Hathnama,HATHNAMA,3101
112101,Jhanakpur,JHANAKPUR,3101
112102,Jonka,JONKA,3101
112103,Kala Dumaria,KALA DUMARIA,3101
112104,Kharbila,KHARBILA,3101
112105,Kushmaha,KUSHMAHA,3101
112106,Kusmaha Chiknia,KUSMAHA CHIKNIA,3101
112107,Nonihat,NONIHAT,3101
112108,Pahridih,PAHRIDIH,3101
112109,Petsar,PETSAR,3101
112110,Putlidabar,PUTLIDABAR,3101
112111,Raikinari,RAIKINARI,3101
112112,Rajasimaria,RAJASIMARIA,3101
112113,Sahara,SAHARA,3101
112114,Shankarpur,SHANKARPUR,3101
112115,Singhni,SINGHNI,3101
112116,Tetria,TETRIA,3101
112117,Thekcha Ghongha,THEKCHA GHONGHA,3101
112118,Asanpahari,ASANPAHARI,3102
112119,Astajora,ASTAJORA,3102
112120,Bara Chapuria,BARA CHAPURIA,3102
112121,Bartalla,BARTALLA,3102
112122,Bichhia Pahari,BICHHIA PAHARI,3102
112124,Dhawadangal,DHAWADANGAL,3102
112125,Jhikra,JHIKRA,3102
112126,Kadma,KADMA,3102
112127,Kalajhar,KALAJHAR,3102
112123,Pandan Pahari,PANDAN PAHARI,3102
112128,Pipra,PIPRA,3102
112129,Teliachak Bajar,TELIACHAK BAJAR,3102
112130,Amgachhi,AMGACHHI,3103
112131,Baliajore,BALIAJORE,3103
112132,Baradumaria,BARADUMARIA,3103
112133,Baskidih,BASKIDIH,3103
112134,Dalahi,DALAHI,3103
112135,Dhobna Haribahal,DHOBNA HARIBAHAL,3103
112136,Golbandha,GOLBANDHA,3103
112137,Gumro,GUMRO,3103
112138,Haroraidih,HARORAIDIH,3103
112139,Hathiapathar,HATHIAPATHAR,3103
112140,Kathalia,KATHALIA,3103
112141,Khutojori,KHUTOJORI,3103
112142,Kolarkenda,KOLARKENDA,3103
112143,Kunjbona,KUNJBONA,3103
112144,Kusumghatta,KUSUMGHATTA,3103
112145,Masanjore,MASANJORE,3103
112146,Nayadih,NAYADIH,3103
112147,Ranga,RANGA,3103
112148,Ranighaghar,RANIGHAGHAR,3103
112149,Sanpchala,SANPCHALA,3103
112150,Sugapahari,SUGAPAHARI,3103
112151,Amarpur,AMARPUR,3104
112152,Amrapahari,AMRAPAHARI,3104
112153,Bandarjora,BANDARJORA,3104
112154,Bari Ranbahiyar,BARI RANBAHIYAR,3104
112155,Barmasia,BARMASIA,3104
112156,Bhalsumar,BHALSUMAR,3104
112157,Bhaturia A,BHATURIA A,3104
112158,Bhaturia B,BHATURIA B,3104
112159,Boria,BORIA,3104
112160,Chhoti Ranbahiyar,CHHOTI RANBAHIYAR,3104
112161,Danro,DANRO,3104
112162,Dhowa,DHOWA,3104
112163,Gangwara,GANGWARA,3104
112164,Kanjo,KANJO,3104
112165,Kanjwe,KANJWE,3104
112166,Karudih,KARUDIH,3104
112167,Kowaam,KOWAAM,3104
112168,Lakhanpur,LAKHANPUR,3104
112169,Latberwa,LATBERWA,3104
112170,Mahubana,MAHUBANA,3104
112171,Nokheta,NOKHETA,3104
112172,Paharpur,PAHARPUR,3104
112173,Patharia,PATHARIA,3104
112174,Siltha,SILTHA,3104
112175,Siltha B,SILTHA B,3104
112176,Susnia,SUSNIA,3104
112177,Tharihat,THARIHAT,3104
112178,Asanbani,ASANBANI,3105
112179,Banskuli,BANSKULI,3105
112180,Bilkandi,BILKANDI,3105
112181,Brindabani,BRINDABANI,3105
112182,Dakshinjol,DAKSHINJOL,3105
112183,Dhanbasa,DHANBASA,3105
112184,Gobindpur,GOBINDPUR,3105
112185,Haripur,HARIPUR,3105
112186,Kumirdaha,KUMIRDAHA,3105
112187,Mahubana,MAHUBANA,3105
112188,Pathra,PATHRA,3105
112189,Patjor,PATJOR,3105
112190,Rangalia,RANGALIA,3105
112191,Sadipur,SADIPUR,3105
112192,Saltola,SALTOLA,3105
112193,Sukhjora,SUKHJORA,3105
112194,Taldangal,TALDANGAL,3105
112195,Bamankheta,BAMANKHETA,3106
112196,Baniyara,BANIYARA,3106
112197,Barhet,BARHET,3106
112198,Barmania,BARMANIA,3106
112199,Chandubathan,CHANDUBATHAN,3106
112200,Charkapathar,CHARKAPATHAR,3106
112201,Dhanwe,DHANWE,3106
112202,Dhauni,DHAUNI,3106
112203,Digghi,DIGGHI,3106
112204,Gadijhopa,GADIJHOPA,3106
112205,Hansdiha,HANSDIHA,3106
112206,Kakni,KAKNI,3106
112207,Karnpura,KARNPURA,3106
112208,Kendua,KENDUA,3106
112209,Kordaha,KORDAHA,3106
112210,Kushiyari,KUSHIYARI,3106
112211,Lakarbank,LAKARBANK,3106
112212,Mandaldih,MANDALDIH,3106
112213,Mathakeso,MATHAKESO,3106
112214,Matihani,MATIHANI,3106
112215,Nawadih,NAWADIH,3106
112216,Pathra,PATHRA,3106
112217,Raksa,RAKSA,3106
112218,Saljora Bandri,SALJORA BANDRI,3106
112219,Saraiya,SARAIYA,3106
112220,Bankijore,BANKIJORE,3107
112221,Banspahari,BANSPAHARI,3107
112222,Barmasia,BARMASIA,3107
112223,Chitrgaria,CHITRGARIA,3107
112224,Dhaka,DHAKA,3107
112225,Gandrakpur,GANDRAKPUR,3107
112226,Hirapur,HIRAPUR,3107
112227,Jamugaria,JAMUGARIA,3107
112228,Jhunki,JHUNKI,3107
112229,Kharukadma,KHARUKADMA,3107
112230,Kushpahari,KUSHPAHARI,3107
112231,Maluti,MALUTI,3107
112232,Mohulpahari,MOHULPAHARI,3107
112233,Murayam,MURAYAM,3107
112234,Palasi,PALASI,3107
112235,Pindargaria,PINDARGARIA,3107
112236,Saharpur,SAHARPUR,3107
112237,Sarasdangal,SARASDANGAL,3107
112238,Shikaripara,SHIKARIPARA,3107
112239,Shimanijore,SHIMANIJORE,3107
112240,Shivtalla,SHIVTALLA,3107
112241,Sonadhab,SONADHAB,3107
112243,Bahuliya,BAHULIYA,3108
112245,Bankata,BANKATA,3108
112247,Baragariya,BARAGARIYA,3108
112248,Bhutiya,BHUTIYA,3108
112249,Brahmankundi,BRAHMANKUNDI,3108
112250,Chingra,CHINGRA,3108
112251,Chota Paruliya,CHOTA PARULIYA,3108
112252,Domjuri,DOMJURI,3108
112253,Gamariya,GAMARIYA,3108
112254,Gopalpur,GOPALPUR,3108
112255,Guhiyapal,GUHIYAPAL,3108
112256,Kesharda,KESHARDA,3108
112257,Khandamouda,KHANDAMOUDA,3108
112258,Kheduwa,KHEDUWA,3108
112259,Kumardubi,KUMARDUBI,3108
112260,Manushmuriya,MANUSHMURIYA,3108
112261,Matihana,MATIHANA,3108
112262,Mouda,MOUDA,3108
112264,Muturkham,MUTURKHAM,3108
112265,Pathra,PATHRA,3108
112266,Pathri,PATHRI,3108
112267,Patpur,PATPUR,3108
112268,Purnapani,PURNAPANI,3108
112269,Rajlabandh,RAJLABANDH,3108
112270,Saakra,SAAKRA,3108
112271,Sandra,SANDRA,3108
112272,Baramara,BARAMARA,3109
112273,Bardi Kanpur Kalapathar,BARDI KANPUR KALAPATHAR,3109
112274,Bend,BEND,3109
112275,Bhatkunda,BHATKUNDA,3109
112276,Birdoh,BIRDOH,3109
112277,Chaluniya,CHALUNIYA,3109
112278,Chandanpur,CHANDANPUR,3109
112279,Jamuwa,JAMUWA,3109
112280,Juggitopa,JUGGITOPA,3109
112281,Kalapathar,KALAPATHAR,3109
112282,Kaliyam,KALIYAM,3109
112283,Kuchiyasholi,KUCHIYASHOLI,3109
112284,Lodhasholi,LODHASHOLI,3109
112285,Malkundi,MALKUNDI,3109
112286,Matiyabandhi,MATIYABANDHI,3109
112287,Sardiha,SARDIHA,3109
112288,Shyamshundarpur,SHYAMSHUNDARPUR,3109
112289,Simdi,SIMDI,3109
112290,Sonahatu,SONAHATU,3109
112292,Chukripara,CHUKRIPARA,3110
112295,Juggishole,JUGGISHOLE,3110
112296,Junbani,JUNBANI,3110
112297,Kannas,KANNAS,3110
112298,Kokpara,KOKPARA,3110
112299,Kokpara Narsinghgarh,KOKPARA NARSINGHGARH,3110
112300,Mohlishole,MOHLISHOLE,3110
112301,Moudasholi,MOUDASHOLI,3110
112302,Nutangarh,NUTANGARH,3110
112303,Pawra Narsinghgarh,PAWRA NARSINGHGARH,3110
112304,Ravtara,RAVTARA,3110
112306,Ashtakowali,ASHTAKOWALI,3111
112307,Bankishole,BANKISHOLE,3111
112308,Barakanjiya,BARAKANJIYA,3111
112309,Dholabera,DHOLABERA,3111
112310,Kantashole,KANTASHOLE,3111
112311,Kenduwa,KENDUWA,3111
112312,Khairbani,KHAIRBANI,3111
112313,Kharida,KHARIDA,3111
112314,Kumrashole,KUMRASHOLE,3111
112315,Palashbani,PALASHBANI,3111
112316,Asna,ASNA,3112
112317,Baghuriya,BAGHURIYA,3112
112318,Bankati,BANKATI,3112
112319,Banki,BANKI,3112
112320,Barajuri,BARAJURI,3112
112321,Barakhursi,BARAKHURSI,3112
112322,Bhaduwa,BHADUWA,3112
112323,Dharambahal,DHARAMBAHAL,3112
112324,Ghatsila,GHATSILA,3112
112325,Gopalpur,GOPALPUR,3112
112326,Hendaljuri,HENDALJURI,3112
112327,Jhantijharna,JHANTIJHARNA,3112
112328,Jorisa,JORISA,3112
112329,Kalchiti,KALCHITI,3112
112330,Karaduba,KARADUBA,3112
112331,Kashida,KASHIDA,3112
112332,Mahuliya,MAHULIYA,3112
112333,Moubhandar(East),MOUBHANDAR(EAST),3112
112334,Moubhandar(North),MOUBHANDAR(NORTH),3112
112335,Moubhandar(West),MOUBHANDAR(WEST),3112
112336,Pawra,PAWRA,3112
112337,Ulda,ULDA,3112
112339,Bagbera Colony,BAGBERA COLONY,3113
112340,Bagbera(East),BAGBERA(EAST),3113
112341,Bagbera(Middle),BAGBERA(MIDDLE),3113
112342,Bagbera(North),BAGBERA(NORTH),3113
112343,Bagbera(North-East),BAGBERA(NORTH-EAST),3113
112344,Bagbera(South),BAGBERA(SOUTH),3113
112345,Bagbera(West),BAGBERA(WEST),3113
112338,Barabanki,BARABANKI,3113
112346,Bayangbil,BAYANGBIL,3113
112347,Beko,BEKO,3113
112348,Belajuri,BELAJURI,3113
112349,Chotagovindpur(East),CHOTAGOVINDPUR(EAST),3113
245386,Chotagovindpur(North),CHOTAGOVINDPUR(NORTH),3113
112350,Chotagovindpur(South),CHOTAGOVINDPUR(SOUTH),3113
112351,Chotagovindpur(South-Middle),CHOTAGOVINDPUR(SOUTH-MIDDLE),3113
112352,Chotagovindpur(West),CHOTAGOVINDPUR(WEST),3113
112353,Daldali,DALDALI,3113
112354,Deoghar,DEOGHAR,3113
112355,Gadhara(Middle),GADHARA(MIDDLE),3113
112356,Gadhara(North-East),GADHARA(NORTH-EAST),3113
112357,Gadhara(North-West),GADHARA(NORTH-WEST),3113
112358,Gadhara(South),GADHARA(SOUTH),3113
112359,Ghaghidih(East),GHAGHIDIH(EAST),3113
112360,Ghaghidih(Middle),GHAGHIDIH(MIDDLE),3113
112361,Ghaghidih(North),GHAGHIDIH(NORTH),3113
112362,Ghaghidih(South),GHAGHIDIH(SOUTH),3113
112363,Ghaghidih(West),GHAGHIDIH(WEST),3113
112364,Ghodabandha(East),GHODABANDHA(EAST),3113
112365,Ghodabandha(North),GHODABANDHA(NORTH),3113
112366,Ghodabandha(West),GHODABANDHA(WEST),3113
112367,Haludbani(East),HALUDBANI(EAST),3113
112368,Haludbani(Middle),HALUDBANI(MIDDLE),3113
112369,Haludbani(South),HALUDBANI(SOUTH),3113
112370,Haludbani(West),HALUDBANI(WEST),3113
112371,Hitku,HITKU,3113
112372,Hurlung,HURLUNG,3113
112373,Kalimati(East),KALIMATI(EAST),3113
112374,Kalimati(North),KALIMATI(NORTH),3113
112375,Kalimati(South),KALIMATI(SOUTH),3113
112376,Kalimati(West),KALIMATI(WEST),3113
112377,Karandih(North),KARANDIH(NORTH),3113
112378,Karandih(South),KARANDIH(SOUTH),3113
112379,Keruwadungri,KERUWADUNGRI,3113
112380,Khakdipara,KHAKDIPARA,3113
112381,Kitadih(East),KITADIH(EAST),3113
112382,Kitadih(North),KITADIH(NORTH),3113
112383,Kitadih(West),KITADIH(WEST),3113
112384,Luwabasa,LUWABASA,3113
112385,Palashbani,PALASHBANI,3113
112386,Pudihasa,PUDIHASA,3113
112387,Sarjamda(Middle),SARJAMDA(MIDDLE),3113
112388,Sarjamda(North),SARJAMDA(NORTH),3113
112389,Sarjamda(South),SARJAMDA(SOUTH),3113
112390,Susnigariya(North),SUSNIGARIYA(NORTH),3113
112391,Susnigariya(South),SUSNIGARIYA(SOUTH),3113
112392,Badiya(East),BADIYA(EAST),3114
112393,Badiya(North),BADIYA(NORTH),3114
112394,Badiya(South),BADIYA(SOUTH),3114
112395,Badiya(West),BADIYA(WEST),3114
112396,Benashole,BENASHOLE,3114
112397,Dhobni,DHOBNI,3114
112398,Forest Block,FOREST BLOCK,3114
112399,Gohla,GOHLA,3114
112400,Ichrra(North),ICHRRA(NORTH),3114
112401,Ichrra(South),ICHRRA(SOUTH),3114
112402,Kuilisuta,KUILISUTA,3114
112403,Matigora,MATIGORA,3114
112404,Meriya,MERIYA,3114
112405,Murgaghutu,MURGAGHUTU,3114
112406,Musabani(East),MUSABANI(EAST),3114
112407,Musabani(West),MUSABANI(WEST),3114
112408,Paruliya,PARULIYA,3114
112409,Surda,SURDA,3114
112410,Terenga,TERENGA,3114
112411,Bangurda,BANGURDA,3115
112437,Bankuchiya,BANKUCHIYA,3115
112414,Bidrra,BIDRRA,3115
112417,Deeghi,DEEGHI,3115
112418,Gobarghusi,GOBARGHUSI,3115
112420,Jorsa,JORSA,3115
112421,Kamalpur,KAMALPUR,3115
112422,Kashmar,KASHMAR,3115
112423,Kheduwa,KHEDUWA,3115
112425,Kumir,KUMIR,3115
112426,Lacchipur,LACCHIPUR,3115
112427,Lava,LAVA,3115
112430,Muhulbani,MUHULBANI,3115
112432,Orriya,ORRIYA,3115
112434,Patamda,PATAMDA,3115
112438,Asanbani,ASANBANI,3116
112440,Bhatin,BHATIN,3116
112441,Chakri,CHAKRI,3116
112442,Chandpur,CHANDPUR,3116
112443,Dhirol,DHIROL,3116
112444,Domjuri,DOMJURI,3116
112445,Gangadih,GANGADIH,3116
112446,Gwalkanta,GWALKANTA,3116
112448,Haldipokhar(East),HALDIPOKHAR(EAST),3116
112449,Haldipokhar(West),HALDIPOKHAR(WEST),3116
112450,Harina,HARINA,3116
112447,Hartopa,HARTOPA,3116
112451,Hathibinda,HATHIBINDA,3116
112452,Hensalamda,HENSALAMDA,3116
112453,Hensalbil,HENSALBIL,3116
112454,Hensda,HENSDA,3116
112439,Jamda,JAMDA,3116
112455,Janamdih,JANAMDIH,3116
112456,Juri,JURI,3116
112457,Kalikapur,KALIKAPUR,3116
112458,Kowali,KOWALI,3116
112459,Kuldiha,KULDIHA,3116
112460,Manpur,MANPUR,3116
112461,Matku,MATKU,3116
112462,Narda,NARDA,3116
112463,Poradiha,PORADIHA,3116
112464,Potka,POTKA,3116
112465,Rasunchopa,RASUNCHOPA,3116
112466,Sangram,SANGRAM,3116
112467,Shankarda,SHANKARDA,3116
112468,Sohda,SOHDA,3116
112469,Tangrain,TANGRAIN,3116
112470,Tentla,TENTLA,3116
112471,Tentlapora,TENTLAPORA,3116
112412,Beldih,BELDIH,6632
112413,Bhula,BHULA,6632
112415,Boram,BORAM,6632
112416,Bota,BOTA,6632
112419,Gourdih,GOURDIH,6632
112424,Kuiyani,KUIYANI,6632
112428,Laylam,LAYLAM,6632
112429,Madhawpur,MADHAWPUR,6632
112431,Mukrudih,MUKRUDIH,6632
112433,Paharpur,PAHARPUR,6632
112435,Pokhariya,POKHARIYA,6632
112436,Rasiknagar,RASIKNAGAR,6632
112242,Angarpara,ANGARPARA,6633
112244,Balijuri,BALIJURI,6633
112246,Banmakari,BANMAKARI,6633
112291,Bhalki,BHALKI,6633
112293,Forest Block,FOREST BLOCK,6633
112294,Gurabandha,GURABANDHA,6633
112263,Murakati,MURAKATI,6633
112305,Singhpura,SINGHPURA,6633
112473,Bhandaria,BHANDARIA,3117
112474,Bijka,BIJKA,3117
112475,Fakiradih,FAKIRADIH,3117
112476,Janewa,JANEWA,3117
112477,Karchali,KARCHALI,3117
112479,Madgari-K,MADGARI-K,3117
112482,Arsali (North),ARSALI (NORTH),3118
112483,Arsali (South),ARSALI (SOUTH),3118
112485,Bansani,BANSANI,3118
112486,Bhawnathpur,BHAWNATHPUR,3118
112487,Chapri,CHAPRI,3118
112490,Kailan,KAILAN,3118
112494,Makri,MAKRI,3118
112497,Pandaria,PANDARIA,3118
112500,Sinduria,SINDURIA,3118
112555,Baliyari,BALIYARI,3123
112556,Chatania,CHATANIA,3123
112488,Dumarsota,DUMARSOTA,3123
112557,Gara Khurd,GARA KHURD,3123
112558,Ghatahua Kalan,GHATAHUA KALAN,3123
112489,Hariharpur,HARIHARPUR,3123
112559,Kandi,KANDI,3123
112560,Kharaundha,KHARAUNDHA,3123
112561,Khutaheria,KHUTAHERIA,3123
112562,Lamari Kalan,LAMARI KALAN,3123
112493,Majhigawan,MAJHIGAWAN,3123
112563,Pataria,PATARIA,3123
112564,Patila,PATILA,3123
112565,Ranadih,RANADIH,3123
112566,Sarkoni,SARKONI,3123
112567,Shivpur,SHIVPUR,3123
112472,Bargarh,BARGARH,7366
112478,Madgari-Ch,MADGARI-CH,7366
112480,Paraswar,PARASWAR,7366
112481,Tehri,TEHRI,7366
112501,Barwadih,BARWADIH,3119
112502,Beta,BETA,3119
112503,Bilaiti Khair,BILAITI KHAIR,3119
112504,Chinia,CHINIA,3119
112505,Dol,DOL,3119
112506,Hetar Kalan,HETAR KALAN,3119
112507,Khuri,KHURI,3119
112508,Dandai,DANDAI,3120
112509,Jarhi,JARHI,3120
112510,Jhotar,JHOTAR,3120
112511,Karke,KARKE,3120
112512,Lawahi Kalan,LAWAHI KALAN,3120
112513,Pachaur,PACHAUR,3120
112514,Raro,RARO,3120
112515,Sonehara,SONEHARA,3120
112516,Tasrar,TASRAR,3120
112517,Amba Khoreya,AMBA KHOREYA,3121
112518,Bhandar,BHANDAR,3121
112520,Dhurki,DHURKI,3121
112521,Ganiyari Kalan,GANIYARI KALAN,3121
112524,Khala,KHALA,3121
112525,Khutia,KHUTIA,3121
112526,Raksi,RAKSI,3121
112529,Tatidiri,TATIDIRI,3121
112530,Achala,ACHALA,3122
112531,Belchampa,BELCHAMPA,3122
