place_id,place_type,name,parent_place_id,division,district_code,district,subdivision,block,source_id,official_code_status,record_status
JH-BLOCK-CHATRA-KANHACHATTI,block,Kanhachatti,JH-SUBDIV-CHATRA-CHATRA,North Chotanagpur,347,Chatra,Chatra,Kanhachatti,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-CHATRA-KUNDA,block,Kunda,JH-SUBDIV-CHATRA-CHATRA,North Chotanagpur,347,Chatra,Chatra,Kunda,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-CHATRA-MAYURHAND,block,Mayurhand,JH-SUBDIV-CHATRA-CHATRA,North Chotanagpur,347,Chatra,Chatra,Mayurhand,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-CHATRA-PRATAPPUR,block,Pratappur,JH-SUBDIV-CHATRA-CHATRA,North Chotanagpur,347,Chatra,Chatra,Pratappur,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-CHATRA-GIDHAUR,block,Gidhaur,JH-SUBDIV-CHATRA-SIMARIA,North Chotanagpur,347,Chatra,Simaria,Gidhaur,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-CHATRA-LAWALONG,block,Lawalong,JH-SUBDIV-CHATRA-SIMARIA,North Chotanagpur,347,Chatra,Simaria,Lawalong,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-CHATRA-PATHALGADA,block,Pathalgada,JH-SUBDIV-CHATRA-SIMARIA,North Chotanagpur,347,Chatra,Simaria,Pathalgada,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-CHATRA-SIMARIA,block,Simaria,JH-SUBDIV-CHATRA-SIMARIA,North Chotanagpur,347,Chatra,Simaria,Simaria,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-CHATRA-TANDWA,block,Tandwa,JH-SUBDIV-CHATRA-SIMARIA,North Chotanagpur,347,Chatra,Simaria,Tandwa,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-BOKARO-CHANDANKIYARI,block,Chandankiyari,JH-SUBDIV-BOKARO-CHAS,North Chotanagpur,355,Bokaro,Chas,Chandankiyari,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-BOKARO-CHAS,block,Chas,JH-SUBDIV-BOKARO-CHAS,North Chotanagpur,355,Bokaro,Chas,Chas,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-BOKARO-BERMO,block,Bermo,JH-SUBDIV-BOKARO-TENUGHAT,North Chotanagpur,355,Bokaro,Tenughat,Bermo,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-BOKARO-CHANDRAPURA,block,Chandrapura,JH-SUBDIV-BOKARO-TENUGHAT,North Chotanagpur,355,Bokaro,Tenughat,Chandrapura,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-BOKARO-GOMIA,block,Gomia,JH-SUBDIV-BOKARO-TENUGHAT,North Chotanagpur,355,Bokaro,Tenughat,Gomia,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-BOKARO-JARIDIH,block,Jaridih,JH-SUBDIV-BOKARO-TENUGHAT,North Chotanagpur,355,Bokaro,Tenughat,Jaridih,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-BOKARO-KASMAR,block,Kasmar,JH-SUBDIV-BOKARO-TENUGHAT,North Chotanagpur,355,Bokaro,Tenughat,Kasmar,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-BOKARO-NAWADIH,block,Nawadih,JH-SUBDIV-BOKARO-TENUGHAT,North Chotanagpur,355,Bokaro,Tenughat,Nawadih,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-BOKARO-PETARWAR,block,Petarwar,JH-SUBDIV-BOKARO-TENUGHAT,North Chotanagpur,355,Bokaro,Tenughat,Petarwar,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-RAMGARH-CHITARPUR,block,Chitarpur,JH-SUBDIV-RAMGARH-RAMGARH,North Chotanagpur,361,Ramgarh,Ramgarh,Chitarpur,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-RAMGARH-DULMI,block,Dulmi,JH-SUBDIV-RAMGARH-RAMGARH,North Chotanagpur,361,Ramgarh,Ramgarh,Dulmi,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-RAMGARH-GOLA,block,Gola,JH-SUBDIV-RAMGARH-RAMGARH,North Chotanagpur,361,Ramgarh,Ramgarh,Gola,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-RAMGARH-MANDU,block,Mandu,JH-SUBDIV-RAMGARH-RAMGARH,North Chotanagpur,361,Ramgarh,Ramgarh,Mandu,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-RAMGARH-PATRATU,block,Patratu,JH-SUBDIV-RAMGARH-RAMGARH,North Chotanagpur,361,Ramgarh,Ramgarh,Patratu,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-RAMGARH-RAMGARH,block,Ramgarh,JH-SUBDIV-RAMGARH-RAMGARH,North Chotanagpur,361,Ramgarh,Ramgarh,Ramgarh,JH_AH_NORTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-DUMKA-DUMKA,block,Dumka,JH-SUBDIV-DUMKA-DUMKA,Santhal Pargana,354,Dumka,Dumka,Dumka,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-DUMKA-GOPIKANDAR,block,Gopikandar,JH-SUBDIV-DUMKA-DUMKA,Santhal Pargana,354,Dumka,Dumka,Gopikandar,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-DUMKA-JAMA,block,Jama,JH-SUBDIV-DUMKA-DUMKA,Santhal Pargana,354,Dumka,Dumka,Jama,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-DUMKA-JARMUNDI,block,Jarmundi,JH-SUBDIV-DUMKA-DUMKA,Santhal Pargana,354,Dumka,Dumka,Jarmundi,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-DUMKA-KATHIKUND,block,Kathikund,JH-SUBDIV-DUMKA-DUMKA,Santhal Pargana,354,Dumka,Dumka,Kathikund,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-DUMKA-MASALIA,block,Masalia,JH-SUBDIV-DUMKA-DUMKA,Santhal Pargana,354,Dumka,Dumka,Masalia,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-DUMKA-RAMGARH,block,Ramgarh,JH-SUBDIV-DUMKA-DUMKA,Santhal Pargana,354,Dumka,Dumka,Ramgarh,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-DUMKA-RANESHWAR,block,Raneshwar,JH-SUBDIV-DUMKA-DUMKA,Santhal Pargana,354,Dumka,Dumka,Raneshwar,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-DUMKA-SARAIYAHAT,block,Saraiyahat,JH-SUBDIV-DUMKA-DUMKA,Santhal Pargana,354,Dumka,Dumka,Saraiyahat,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-DUMKA-SHIKARIPARA,block,Shikaripara,JH-SUBDIV-DUMKA-DUMKA,Santhal Pargana,354,Dumka,Dumka,Shikaripara,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-DEOGHAR-DEOGHAR,block,Deoghar,JH-SUBDIV-DEOGHAR-DEOGHAR,Santhal Pargana,350,Deoghar,Deoghar,Deoghar,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-DEOGHAR-DEVIPUR,block,Devipur,JH-SUBDIV-DEOGHAR-DEOGHAR,Santhal Pargana,350,Deoghar,Deoghar,Devipur,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-DEOGHAR-MOHANPUR,block,Mohanpur,JH-SUBDIV-DEOGHAR-DEOGHAR,Santhal Pargana,350,Deoghar,Deoghar,Mohanpur,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-DEOGHAR-SARWAN,block,Sarwan,JH-SUBDIV-DEOGHAR-DEOGHAR,Santhal Pargana,350,Deoghar,Deoghar,Sarwan,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-DEOGHAR-SONARAITHADI,block,Sonaraithadi,JH-SUBDIV-DEOGHAR-DEOGHAR,Santhal Pargana,350,Deoghar,Deoghar,Sonaraithadi,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-DEOGHAR-KARO,block,Karo,JH-SUBDIV-DEOGHAR-MADHUPUR,Santhal Pargana,350,Deoghar,Madhupur,Karo,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-DEOGHAR-MADHUPUR,block,Madhupur,JH-SUBDIV-DEOGHAR-MADHUPUR,Santhal Pargana,350,Deoghar,Madhupur,Madhupur,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-DEOGHAR-MARGOMUNDA,block,Margomunda,JH-SUBDIV-DEOGHAR-MADHUPUR,Santhal Pargana,350,Deoghar,Madhupur,Margomunda,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-DEOGHAR-PALOJORI,block,Palojori,JH-SUBDIV-DEOGHAR-MADHUPUR,Santhal Pargana,350,Deoghar,Madhupur,Palojori,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-DEOGHAR-SARATH,block,Sarath,JH-SUBDIV-DEOGHAR-MADHUPUR,Santhal Pargana,350,Deoghar,Madhupur,Sarath,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-SAHIBGANJ-BARHET,block,Barhet,JH-SUBDIV-SAHIBGANJ-SAHIBGANJ,Santhal Pargana,352,Sahibganj,Sahibganj,Barhet,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-SAHIBGANJ-BORIO,block,Borio,JH-SUBDIV-SAHIBGANJ-SAHIBGANJ,Santhal Pargana,352,Sahibganj,Sahibganj,Borio,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-SAHIBGANJ-MANDRO,block,Mandro,JH-SUBDIV-SAHIBGANJ-SAHIBGANJ,Santhal Pargana,352,Sahibganj,Sahibganj,Mandro,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-SAHIBGANJ-SAHIBGANJ,block,Sahibganj,JH-SUBDIV-SAHIBGANJ-SAHIBGANJ,Santhal Pargana,352,Sahibganj,Sahibganj,Sahibganj,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-SAHIBGANJ-BARHARWA,block,Barharwa,JH-SUBDIV-SAHIBGANJ-RAJMAHAL,Santhal Pargana,352,Sahibganj,Rajmahal,Barharwa,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-SAHIBGANJ-PATHNA,block,Pathna,JH-SUBDIV-SAHIBGANJ-RAJMAHAL,Santhal Pargana,352,Sahibganj,Rajmahal,Pathna,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-SAHIBGANJ-RAJMAHAL,block,Rajmahal,JH-SUBDIV-SAHIBGANJ-RAJMAHAL,Santhal Pargana,352,Sahibganj,Rajmahal,Rajmahal,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-SAHIBGANJ-TALJHARI,block,Taljhari,JH-SUBDIV-SAHIBGANJ-RAJMAHAL,Santhal Pargana,352,Sahibganj,Rajmahal,Taljhari,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-SAHIBGANJ-UDHWA,block,Udhwa,JH-SUBDIV-SAHIBGANJ-RAJMAHAL,Santhal Pargana,352,Sahibganj,Rajmahal,Udhwa,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-GODDA-BASANTRAI,block,Basantrai,JH-SUBDIV-GODDA-GODDA,Santhal Pargana,351,Godda,Godda,Basantrai,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-GODDA-GODDA,block,Godda,JH-SUBDIV-GODDA-GODDA,Santhal Pargana,351,Godda,Godda,Godda,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-GODDA-PATHARGAMA,block,Pathargama,JH-SUBDIV-GODDA-GODDA,Santhal Pargana,351,Godda,Godda,Pathargama,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-GODDA-PORAIYAHAT,block,Poraiyahat,JH-SUBDIV-GODDA-GODDA,Santhal Pargana,351,Godda,Godda,Poraiyahat,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-GODDA-SUNDARPAHARI,block,Sundarpahari,JH-SUBDIV-GODDA-GODDA,Santhal Pargana,351,Godda,Godda,Sundarpahari,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-GODDA-BOARIJOR,block,Boarijor,JH-SUBDIV-GODDA-MAHGAMA,Santhal Pargana,351,Godda,Mahgama,Boarijor,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-GODDA-MAHGAMA,block,Mahgama,JH-SUBDIV-GODDA-MAHGAMA,Santhal Pargana,351,Godda,Mahgama,Mahgama,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-GODDA-MEHERMA,block,Meherma,JH-SUBDIV-GODDA-MAHGAMA,Santhal Pargana,351,Godda,Mahgama,Meherma,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-GODDA-THAKURGANGTI,block,Thakurgangti,JH-SUBDIV-GODDA-MAHGAMA,Santhal Pargana,351,Godda,Mahgama,Thakurgangti,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-JAMTARA-FATEHPUR,block,Fatehpur,JH-SUBDIV-JAMTARA-JAMTARA,Santhal Pargana,368,Jamtara,Jamtara,Fatehpur,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-JAMTARA-JAMTARA,block,Jamtara,JH-SUBDIV-JAMTARA-JAMTARA,Santhal Pargana,368,Jamtara,Jamtara,Jamtara,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-JAMTARA-KARMATAND,block,Karmatand,JH-SUBDIV-JAMTARA-JAMTARA,Santhal Pargana,368,Jamtara,Jamtara,Karmatand,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-JAMTARA-KUNDHIT,block,Kundhit,JH-SUBDIV-JAMTARA-JAMTARA,Santhal Pargana,368,Jamtara,Jamtara,Kundhit,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-JAMTARA-NALA,block,Nala,JH-SUBDIV-JAMTARA-JAMTARA,Santhal Pargana,368,Jamtara,Jamtara,Nala,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-JAMTARA-NARAYANPUR,block,Narayanpur,JH-SUBDIV-JAMTARA-JAMTARA,Santhal Pargana,368,Jamtara,Jamtara,Narayanpur,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-PAKUR-AMRAPARA,block,Amrapara,JH-SUBDIV-PAKUR-PAKUR,Santhal Pargana,353,Pakur,Pakur,Amrapara,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-PAKUR-HIRANPUR,block,Hiranpur,JH-SUBDIV-PAKUR-PAKUR,Santhal Pargana,353,Pakur,Pakur,Hiranpur,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-PAKUR-LITIPARA,block,Litipara,JH-SUBDIV-PAKUR-PAKUR,Santhal Pargana,353,Pakur,Pakur,Litipara,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-PAKUR-MAHESHPUR,block,Maheshpur,JH-SUBDIV-PAKUR-PAKUR,Santhal Pargana,353,Pakur,Pakur,Maheshpur,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-PAKUR-PAKUR,block,Pakur,JH-SUBDIV-PAKUR-PAKUR,Santhal Pargana,353,Pakur,Pakur,Pakur,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-PAKUR-PAKURIA,block,Pakuria,JH-SUBDIV-PAKUR-PAKUR,Santhal Pargana,353,Pakur,Pakur,Pakuria,JH_AH_SANTHAL_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-RANCHI-ANGARA,block,Angara,JH-SUBDIV-RANCHI-RANCHI,South Chotanagpur,362,Ranchi,Ranchi,Angara,JH_AH_SOUTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-RANCHI-BERO,block,Bero,JH-SUBDIV-RANCHI-RANCHI,South Chotanagpur,362,Ranchi,Ranchi,Bero,JH_AH_SOUTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-RANCHI-BURMU,block,Burmu,JH-SUBDIV-RANCHI-RANCHI,South Chotanagpur,362,Ranchi,Ranchi,Burmu,JH_AH_SOUTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-RANCHI-CHANHO,block,Chanho,JH-SUBDIV-RANCHI-RANCHI,South Chotanagpur,362,Ranchi,Ranchi,Chanho,JH_AH_SOUTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-RANCHI-ITKI,block,Itki,JH-SUBDIV-RANCHI-RANCHI,South Chotanagpur,362,Ranchi,Ranchi,Itki,JH_AH_SOUTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-RANCHI-KANKE,block,Kanke,JH-SUBDIV-RANCHI-RANCHI,South Chotanagpur,362,Ranchi,Ranchi,Kanke,JH_AH_SOUTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-RANCHI-KHELARI,block,Khelari,JH-SUBDIV-RANCHI-RANCHI,South Chotanagpur,362,Ranchi,Ranchi,Khelari,JH_AH_SOUTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-RANCHI-LAPUNG,block,Lapung,JH-SUBDIV-RANCHI-RANCHI,South Chotanagpur,362,Ranchi,Ranchi,Lapung,JH_AH_SOUTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-RANCHI-MANDAR,block,Mandar,JH-SUBDIV-RANCHI-RANCHI,South Chotanagpur,362,Ranchi,Ranchi,Mandar,JH_AH_SOUTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-RANCHI-NAGRI,block,Nagri,JH-SUBDIV-RANCHI-RANCHI,South Chotanagpur,362,Ranchi,Ranchi,Nagri,JH_AH_SOUTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-RANCHI-NAMKUM,block,Namkum,JH-SUBDIV-RANCHI-RANCHI,South Chotanagpur,362,Ranchi,Ranchi,Namkum,JH_AH_SOUTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-RANCHI-ORMANJHI,block,Ormanjhi,JH-SUBDIV-RANCHI-RANCHI,South Chotanagpur,362,Ranchi,Ranchi,Ormanjhi,JH_AH_SOUTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-RANCHI-RATU,block,Ratu,JH-SUBDIV-RANCHI-RANCHI,South Chotanagpur,362,Ranchi,Ranchi,Ratu,JH_AH_SOUTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-RANCHI-SILLI,block,Silli,JH-SUBDIV-RANCHI-RANCHI,South Chotanagpur,362,Ranchi,Ranchi,Silli,JH_AH_SOUTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-RANCHI-BUNDU,block,Bundu,JH-SUBDIV-RANCHI-BUNDU,South Chotanagpur,362,Ranchi,Bundu,Bundu,JH_AH_SOUTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-RANCHI-RAHE,block,Rahe,JH-SUBDIV-RANCHI-BUNDU,South Chotanagpur,362,Ranchi,Bundu,Rahe,JH_AH_SOUTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-RANCHI-SONAHATU,block,Sonahatu,JH-SUBDIV-RANCHI-BUNDU,South Chotanagpur,362,Ranchi,Bundu,Sonahatu,JH_AH_SOUTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-RANCHI-TAMAR,block,Tamar,JH-SUBDIV-RANCHI-BUNDU,South Chotanagpur,362,Ranchi,Bundu,Tamar,JH_AH_SOUTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-GUMLA-BHARNO,block,Bharno,JH-SUBDIV-GUMLA-GUMLA,South Chotanagpur,364,Gumla,Gumla,Bharno,JH_AH_SOUTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-GUMLA-BISHUNPUR,block,Bishunpur,JH-SUBDIV-GUMLA-GUMLA,South Chotanagpur,364,Gumla,Gumla,Bishunpur,JH_AH_SOUTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-GUMLA-GHAGHRA,block,Ghaghra,JH-SUBDIV-GUMLA-GUMLA,South Chotanagpur,364,Gumla,Gumla,Ghaghra,JH_AH_SOUTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-GUMLA-GUMLA,block,Gumla,JH-SUBDIV-GUMLA-GUMLA,South Chotanagpur,364,Gumla,Gumla,Gumla,JH_AH_SOUTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-GUMLA-RAIDIH,block,Raidih,JH-SUBDIV-GUMLA-GUMLA,South Chotanagpur,364,Gumla,Gumla,Raidih,JH_AH_SOUTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-GUMLA-SISAI,block,Sisai,JH-SUBDIV-GUMLA-GUMLA,South Chotanagpur,364,Gumla,Gumla,Sisai,JH_AH_SOUTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-GUMLA-BASIA,block,Basia,JH-SUBDIV-GUMLA-BASIA,South Chotanagpur,364,Gumla,Basia,Basia,JH_AH_SOUTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-GUMLA-KAMDARA,block,Kamdara,JH-SUBDIV-GUMLA-BASIA,South Chotanagpur,364,Gumla,Basia,Kamdara,JH_AH_SOUTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-GUMLA-PALKOT,block,Palkot,JH-SUBDIV-GUMLA-BASIA,South Chotanagpur,364,Gumla,Basia,Palkot,JH_AH_SOUTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-GUMLA-CHAINPUR,block,Chainpur,JH-SUBDIV-GUMLA-CHAINPUR,South Chotanagpur,364,Gumla,Chainpur,Chainpur,JH_AH_SOUTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-GUMLA-DUMRI,block,Dumri,JH-SUBDIV-GUMLA-CHAINPUR,South Chotanagpur,364,Gumla,Chainpur,Dumri,JH_AH_SOUTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-GUMLA-JARI,block,Jari,JH-SUBDIV-GUMLA-CHAINPUR,South Chotanagpur,364,Gumla,Chainpur,Jari,JH_AH_SOUTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-LOHARDAGA-BHANDRA,block,Bhandra,JH-SUBDIV-LOHARDAGA-LOHARDAGA,South Chotanagpur,369,Lohardaga,Lohardaga,Bhandra,JH_AH_SOUTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-LOHARDAGA-KAIRO,block,Kairo,JH-SUBDIV-LOHARDAGA-LOHARDAGA,South Chotanagpur,369,Lohardaga,Lohardaga,Kairo,JH_AH_SOUTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-LOHARDAGA-KISKO,block,Kisko,JH-SUBDIV-LOHARDAGA-LOHARDAGA,South Chotanagpur,369,Lohardaga,Lohardaga,Kisko,JH_AH_SOUTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-LOHARDAGA-KURU,block,Kuru,JH-SUBDIV-LOHARDAGA-LOHARDAGA,South Chotanagpur,369,Lohardaga,Lohardaga,Kuru,JH_AH_SOUTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-LOHARDAGA-LOHARDAGA,block,Lohardaga,JH-SUBDIV-LOHARDAGA-LOHARDAGA,South Chotanagpur,369,Lohardaga,Lohardaga,Lohardaga,JH_AH_SOUTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-LOHARDAGA-PESHRAR,block,Peshrar,JH-SUBDIV-LOHARDAGA-LOHARDAGA,South Chotanagpur,369,Lohardaga,Lohardaga,Peshrar,JH_AH_SOUTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-LOHARDAGA-SENHA,block,Senha,JH-SUBDIV-LOHARDAGA-LOHARDAGA,South Chotanagpur,369,Lohardaga,Lohardaga,Senha,JH_AH_SOUTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
JH-BLOCK-SIMDEGA-BANO,block,Bano,JH-SUBDIV-SIMDEGA-SIMDEGA,South Chotanagpur,365,Simdega,Simdega,Bano,JH_AH_SOUTH_ADMIN,official_name_no_lgd_code_ingested,verified_snapshot
